trade_id,product_id,price,size,side,time,ingested_at
794942923,ETH-USD,2095.29,0.56952796,buy,2026-04-07T19:24:49.969791Z,2026-04-07T19:24:50.209797
794942924,ETH-USD,2095.29,0.47209016,buy,2026-04-07T19:24:49.969791Z,2026-04-07T19:24:50.213480
794942925,ETH-USD,2095.3,0.1099721,buy,2026-04-07T19:24:49.973117Z,2026-04-07T19:24:50.216023
794942926,ETH-USD,2095.3,0.56778,buy,2026-04-07T19:24:49.973347Z,2026-04-07T19:24:50.219192
794942927,ETH-USD,2095.3,0.5647209,buy,2026-04-07T19:24:49.973347Z,2026-04-07T19:24:50.226135
794942928,ETH-USD,2095.29,0.29240745,buy,2026-04-07T19:24:49.973347Z,2026-04-07T19:24:50.233267
794942929,ETH-USD,2095.29,0.19725227,buy,2026-04-07T19:24:49.973347Z,2026-04-07T19:24:50.235103
794942930,ETH-USD,2095.28,0.76349761,buy,2026-04-07T19:24:49.976292Z,2026-04-07T19:24:50.242491
794942931,ETH-USD,2095.27,0.76022521,buy,2026-04-07T19:24:49.976292Z,2026-04-07T19:24:50.244475
794942932,ETH-USD,2095.22,0.73848,sell,2026-04-07T19:24:50.026297Z,2026-04-07T19:24:50.252135
794942933,ETH-USD,2095.22,0.26201761,sell,2026-04-07T19:24:50.026297Z,2026-04-07T19:24:50.253893
995584923,BTC-USD,68568.56,0.00000002,buy,2026-04-07T19:24:50.039119Z,2026-04-07T19:24:50.258243
331384156,SOL-USD,80.62,0.014,sell,2026-04-07T19:24:50.044202Z,2026-04-07T19:24:50.261806
794942934,ETH-USD,2095.22,0.71610042,sell,2026-04-07T19:24:50.044813Z,2026-04-07T19:24:50.264169
794942935,ETH-USD,2095.3,0.5,sell,2026-04-07T19:24:50.044813Z,2026-04-07T19:24:50.268899
794942936,ETH-USD,2095.3,1.44403569,sell,2026-04-07T19:24:50.044813Z,2026-04-07T19:24:50.278063
995584924,BTC-USD,68568.57,0.00000023,sell,2026-04-07T19:24:50.045730Z,2026-04-07T19:24:50.280437
995584925,BTC-USD,68570.2,0.000017,sell,2026-04-07T19:24:50.045730Z,2026-04-07T19:24:50.290525
995584926,BTC-USD,68570.63,0.00776,sell,2026-04-07T19:24:50.045730Z,2026-04-07T19:24:50.294107
995584927,BTC-USD,68572.71,0.001568,sell,2026-04-07T19:24:50.064020Z,2026-04-07T19:24:50.298483
995584928,BTC-USD,68573.54,0.000017,sell,2026-04-07T19:24:50.064020Z,2026-04-07T19:24:50.303615
995584929,BTC-USD,68574.03,0.01552,sell,2026-04-07T19:24:50.064020Z,2026-04-07T19:24:50.308408
995584930,BTC-USD,68575.56,0.01444076,sell,2026-04-07T19:24:50.204997Z,2026-04-07T19:24:50.316023
794942937,ETH-USD,2095.36,0.001,sell,2026-04-07T19:24:50.393610Z,2026-04-07T19:24:50.447736
995584931,BTC-USD,68575.55,0.00000002,buy,2026-04-07T19:24:50.532845Z,2026-04-07T19:24:50.587195
794942938,ETH-USD,2095.34,0.00697261,sell,2026-04-07T19:24:50.851159Z,2026-04-07T19:24:50.904076
995584932,BTC-USD,68575.56,0.00006859,sell,2026-04-07T19:24:50.960974Z,2026-04-07T19:24:51.013227
995584933,BTC-USD,68575.55,0.00000005,buy,2026-04-07T19:24:51.017232Z,2026-04-07T19:24:51.075772
995584934,BTC-USD,68575.55,0.00000003,buy,2026-04-07T19:24:51.460291Z,2026-04-07T19:24:51.512395
995584935,BTC-USD,68575.56,0.00216616,sell,2026-04-07T19:24:51.510582Z,2026-04-07T19:24:51.563002
995584936,BTC-USD,68572.02,0.00000004,buy,2026-04-07T19:24:51.947132Z,2026-04-07T19:24:51.999768
331384157,SOL-USD,80.62,0.61304,sell,2026-04-07T19:24:52.302853Z,2026-04-07T19:24:52.357905
331384158,SOL-USD,80.62,0.61304,sell,2026-04-07T19:24:52.302896Z,2026-04-07T19:24:52.361399
995584937,BTC-USD,68572.03,0.00026454,sell,2026-04-07T19:24:52.454266Z,2026-04-07T19:24:52.512217
995584938,BTC-USD,68572.04,0.00002823,sell,2026-04-07T19:24:52.454266Z,2026-04-07T19:24:52.515783
995584939,BTC-USD,68572.04,0.00000001,sell,2026-04-07T19:24:52.454575Z,2026-04-07T19:24:52.518562
995584940,BTC-USD,68572.02,0.00000002,buy,2026-04-07T19:24:52.456280Z,2026-04-07T19:24:52.523649
794942939,ETH-USD,2095.21,0.71588756,sell,2026-04-07T19:24:52.617765Z,2026-04-07T19:24:52.669265
995584941,BTC-USD,68575.99,0.00014638,sell,2026-04-07T19:24:52.624004Z,2026-04-07T19:24:52.678813
995584942,BTC-USD,68576.87,0.00155922,sell,2026-04-07T19:24:52.639500Z,2026-04-07T19:24:52.694049
995584943,BTC-USD,68576.87,0.000099,sell,2026-04-07T19:24:52.673558Z,2026-04-07T19:24:52.725292
331384159,SOL-USD,80.62,0.810462,sell,2026-04-07T19:24:52.673709Z,2026-04-07T19:24:52.728403
331384160,SOL-USD,80.62,0.00000053,sell,2026-04-07T19:24:52.721350Z,2026-04-07T19:24:52.772891
331384161,SOL-USD,80.63,0.014,sell,2026-04-07T19:24:52.721350Z,2026-04-07T19:24:52.777644
331384162,SOL-USD,80.63,0.00433515,sell,2026-04-07T19:24:52.721350Z,2026-04-07T19:24:52.783104
331384163,SOL-USD,80.63,6.20126199,sell,2026-04-07T19:24:52.721350Z,2026-04-07T19:24:52.788376
794942940,ETH-USD,2095.4,0.71585377,sell,2026-04-07T19:24:52.722633Z,2026-04-07T19:24:52.794554
794942941,ETH-USD,2095.4,0.28464384,sell,2026-04-07T19:24:52.722633Z,2026-04-07T19:24:52.802233
331384164,SOL-USD,80.64,0.014,sell,2026-04-07T19:24:52.733549Z,2026-04-07T19:24:52.807489
331384165,SOL-USD,80.64,15.504245,sell,2026-04-07T19:24:52.733549Z,2026-04-07T19:24:52.816675
794942942,ETH-USD,2095.4,0.71588756,sell,2026-04-07T19:24:52.742184Z,2026-04-07T19:24:52.827506
794942943,ETH-USD,2095.44,0.001,sell,2026-04-07T19:24:52.744294Z,2026-04-07T19:24:52.832983
995584944,BTC-USD,68576.88,0.000017,sell,2026-04-07T19:24:52.750389Z,2026-04-07T19:24:52.837139
995584945,BTC-USD,68576.88,0.0176184,sell,2026-04-07T19:24:52.750389Z,2026-04-07T19:24:52.841363
995584946,BTC-USD,68580.22,0.000017,sell,2026-04-07T19:24:52.794203Z,2026-04-07T19:24:52.847142
995584947,BTC-USD,68582.19,0.00499997,sell,2026-04-07T19:24:52.794203Z,2026-04-07T19:24:52.852512
794942944,ETH-USD,2095.52,0.001,sell,2026-04-07T19:24:52.794951Z,2026-04-07T19:24:52.859096
794942945,ETH-USD,2095.6,0.001,sell,2026-04-07T19:24:52.805531Z,2026-04-07T19:24:52.862764
794942946,ETH-USD,2095.68,0.001,sell,2026-04-07T19:24:52.817513Z,2026-04-07T19:24:52.875344
794942947,ETH-USD,2095.73,0.34316484,sell,2026-04-07T19:24:52.828027Z,2026-04-07T19:24:52.881772
995584948,BTC-USD,68582.9,0.00000023,sell,2026-04-07T19:24:52.855240Z,2026-04-07T19:24:52.912362
995584949,BTC-USD,68583.11,0.00000023,sell,2026-04-07T19:24:52.855240Z,2026-04-07T19:24:52.915098
995584950,BTC-USD,68583.27,0.00000023,sell,2026-04-07T19:24:52.855240Z,2026-04-07T19:24:52.917392
995584951,BTC-USD,68583.55,0.001568,sell,2026-04-07T19:24:52.855240Z,2026-04-07T19:24:52.920747
995584952,BTC-USD,68583.56,0.000017,sell,2026-04-07T19:24:52.855240Z,2026-04-07T19:24:52.923281
995584953,BTC-USD,68583.57,0.00000023,sell,2026-04-07T19:24:52.855240Z,2026-04-07T19:24:52.927802
995584954,BTC-USD,68583.58,0.00000023,sell,2026-04-07T19:24:52.855240Z,2026-04-07T19:24:52.930913
794942948,ETH-USD,2095.76,0.001,sell,2026-04-07T19:24:52.856452Z,2026-04-07T19:24:52.936526
794942949,ETH-USD,2095.76,0.71587069,sell,2026-04-07T19:24:52.856452Z,2026-04-07T19:24:52.938338
331384166,SOL-USD,80.65,0.014,sell,2026-04-07T19:24:52.864352Z,2026-04-07T19:24:52.943764
995584955,BTC-USD,68586.88,0.00000023,sell,2026-04-07T19:24:52.891536Z,2026-04-07T19:24:52.961678
995584956,BTC-USD,68586.9,0.000017,sell,2026-04-07T19:24:52.891536Z,2026-04-07T19:24:52.971236
995584957,BTC-USD,68586.9,0.00000023,sell,2026-04-07T19:24:52.891536Z,2026-04-07T19:24:52.991733
794942950,ETH-USD,2095.84,0.001,sell,2026-04-07T19:24:52.892183Z,2026-04-07T19:24:52.999273
794942951,ETH-USD,2095.84,0.71570348,sell,2026-04-07T19:24:52.892183Z,2026-04-07T19:24:53.002040
794942952,ETH-USD,2095.84,0.28379413,sell,2026-04-07T19:24:52.892183Z,2026-04-07T19:24:53.009166
794942953,ETH-USD,2095.84,0.43207656,sell,2026-04-07T19:24:52.892917Z,2026-04-07T19:24:53.014318
794942954,ETH-USD,2095.85,0.17158242,sell,2026-04-07T19:24:52.892917Z,2026-04-07T19:24:53.017956
794942955,ETH-USD,2095.86,0.21497774,sell,2026-04-07T19:24:52.892917Z,2026-04-07T19:24:53.020497
794942956,ETH-USD,2095.87,0.601,sell,2026-04-07T19:24:52.892917Z,2026-04-07T19:24:53.024443
794942957,ETH-USD,2095.91,0.02335,buy,2026-04-07T19:24:52.900159Z,2026-04-07T19:24:53.031024
794942958,ETH-USD,2095.91,0.02335,buy,2026-04-07T19:24:52.900334Z,2026-04-07T19:24:53.034484
794942959,ETH-USD,2095.92,0.001,sell,2026-04-07T19:24:52.904988Z,2026-04-07T19:24:53.040323
794942960,ETH-USD,2095.98,1.13172754,buy,2026-04-07T19:24:52.911590Z,2026-04-07T19:24:53.044474
794942961,ETH-USD,2095.98,1.52749778,buy,2026-04-07T19:24:52.914591Z,2026-04-07T19:24:53.051953
794942962,ETH-USD,2095.98,1.3921695,buy,2026-04-07T19:24:52.917491Z,2026-04-07T19:24:53.055919
995584958,BTC-USD,68590.21,0.00000003,buy,2026-04-07T19:24:52.959737Z,2026-04-07T19:24:53.059336
331384167,SOL-USD,80.66,0.014,sell,2026-04-07T19:24:52.971709Z,2026-04-07T19:24:53.064170
331384168,SOL-USD,80.67,0.014,sell,2026-04-07T19:24:52.971709Z,2026-04-07T19:24:53.067006
331384169,SOL-USD,80.68,1.20028706,sell,2026-04-07T19:24:52.971709Z,2026-04-07T19:24:53.068546
995584959,BTC-USD,68590.22,0.0175184,sell,2026-04-07T19:24:53.017715Z,2026-04-07T19:24:53.078100
995584960,BTC-USD,68590.24,0.000017,sell,2026-04-07T19:24:53.017715Z,2026-04-07T19:24:53.080622
995584961,BTC-USD,68590.24,0.0175184,sell,2026-04-07T19:24:53.017715Z,2026-04-07T19:24:53.081829
995584962,BTC-USD,68591.01,0.001567,sell,2026-04-07T19:24:53.024710Z,2026-04-07T19:24:53.085926
995584963,BTC-USD,68592.01,0.00000006,buy,2026-04-07T19:24:53.392508Z,2026-04-07T19:24:53.444977
995584964,BTC-USD,68593.57,0.00005209,buy,2026-04-07T19:24:53.704846Z,2026-04-07T19:24:53.787114
995584965,BTC-USD,68593.38,0.00000005,buy,2026-04-07T19:24:53.840425Z,2026-04-07T19:24:53.909846
331384170,SOL-USD,80.68,0.014,sell,2026-04-07T19:24:53.857847Z,2026-04-07T19:24:53.913810
331384171,SOL-USD,80.68,0.28730969,sell,2026-04-07T19:24:53.857847Z,2026-04-07T19:24:53.916220
995584966,BTC-USD,68593.39,0.0173184,sell,2026-04-07T19:24:54.013432Z,2026-04-07T19:24:54.107491
995584967,BTC-USD,68593.39,0.00015792,sell,2026-04-07T19:24:54.013432Z,2026-04-07T19:24:54.111010
995584968,BTC-USD,68593.4,0.0173184,sell,2026-04-07T19:24:54.013432Z,2026-04-07T19:24:54.113921
995584969,BTC-USD,68593.41,0.0173184,sell,2026-04-07T19:24:54.013432Z,2026-04-07T19:24:54.117951
995584970,BTC-USD,68593.42,0.0173184,sell,2026-04-07T19:24:54.013432Z,2026-04-07T19:24:54.123675
995584971,BTC-USD,68593.57,0.0174184,sell,2026-04-07T19:24:54.017004Z,2026-04-07T19:24:54.132995
995584972,BTC-USD,68593.58,0.00001698,sell,2026-04-07T19:24:54.017004Z,2026-04-07T19:24:54.135634
995584973,BTC-USD,68593.58,0.00000002,sell,2026-04-07T19:24:54.017394Z,2026-04-07T19:24:54.139521
995584974,BTC-USD,68596.01,0.00144366,sell,2026-04-07T19:24:54.051678Z,2026-04-07T19:24:54.144275
331384172,SOL-USD,80.68,0.0004656,sell,2026-04-07T19:24:54.142190Z,2026-04-07T19:24:54.193720
331384173,SOL-USD,80.68,0.01,sell,2026-04-07T19:24:54.142190Z,2026-04-07T19:24:54.205327
995584975,BTC-USD,68594.61,0.00000003,buy,2026-04-07T19:24:54.254758Z,2026-04-07T19:24:54.307354
995584976,BTC-USD,68594.62,0.0000001,sell,2026-04-07T19:24:54.265722Z,2026-04-07T19:24:54.319564
331384174,SOL-USD,80.69,0.014,sell,2026-04-07T19:24:54.344114Z,2026-04-07T19:24:54.395224
331384175,SOL-USD,80.69,6.19853103,sell,2026-04-07T19:24:54.344114Z,2026-04-07T19:24:54.398442
331384176,SOL-USD,80.69,0.31896758,sell,2026-04-07T19:24:54.344114Z,2026-04-07T19:24:54.403186
331384177,SOL-USD,80.69,3.47564122,buy,2026-04-07T19:24:54.347719Z,2026-04-07T19:24:54.404470
794942963,ETH-USD,2095.94,0.71569773,sell,2026-04-07T19:24:54.350085Z,2026-04-07T19:24:54.407505
794942964,ETH-USD,2096,0.001,sell,2026-04-07T19:24:54.402500Z,2026-04-07T19:24:54.455491
794942965,ETH-USD,2096,0.71569773,sell,2026-04-07T19:24:54.402500Z,2026-04-07T19:24:54.458782
794942966,ETH-USD,2096.08,0.001,sell,2026-04-07T19:24:54.435454Z,2026-04-07T19:24:54.488523
794942967,ETH-USD,2096.08,0.71569773,sell,2026-04-07T19:24:54.435454Z,2026-04-07T19:24:54.492445
794942968,ETH-USD,2096.09,0.28379988,sell,2026-04-07T19:24:54.435454Z,2026-04-07T19:24:54.493610
794942969,ETH-USD,2096.09,0.73848,buy,2026-04-07T19:24:54.585576Z,2026-04-07T19:24:54.639674
331384178,SOL-USD,80.68,21.33491209,buy,2026-04-07T19:24:54.724968Z,2026-04-07T19:24:54.779149
331384179,SOL-USD,80.68,81.22911308,buy,2026-04-07T19:24:54.724968Z,2026-04-07T19:24:54.786946
331384180,SOL-USD,80.68,3.9,buy,2026-04-07T19:24:54.724968Z,2026-04-07T19:24:54.791330
995584977,BTC-USD,68596.01,0.00000014,buy,2026-04-07T19:24:54.742835Z,2026-04-07T19:24:54.795983
794942970,ETH-USD,2095.96,0.02318873,sell,2026-04-07T19:24:55.059044Z,2026-04-07T19:24:55.112753
995584978,BTC-USD,68596.01,0.00000005,buy,2026-04-07T19:24:55.123415Z,2026-04-07T19:24:55.185306
995584979,BTC-USD,68596.01,0.00638760,buy,2026-04-07T19:24:55.132075Z,2026-04-07T19:24:55.196928
995584980,BTC-USD,68596.01,0.00007026,buy,2026-04-07T19:24:55.132075Z,2026-04-07T19:24:55.198494
995584981,BTC-USD,68594.98,0.01457833,buy,2026-04-07T19:24:55.132075Z,2026-04-07T19:24:55.201999
995584982,BTC-USD,68593.62,0.00072919,buy,2026-04-07T19:24:55.132075Z,2026-04-07T19:24:55.206096
995584983,BTC-USD,68593.61,0.00705302,buy,2026-04-07T19:24:55.132075Z,2026-04-07T19:24:55.210975
995584984,BTC-USD,68593.61,0.00315165,buy,2026-04-07T19:24:55.132272Z,2026-04-07T19:24:55.219897
331384181,SOL-USD,80.67,2.1026203,buy,2026-04-07T19:24:55.153006Z,2026-04-07T19:24:55.227644
331384182,SOL-USD,80.67,10.00713983,buy,2026-04-07T19:24:55.153006Z,2026-04-07T19:24:55.236127
331384183,SOL-USD,80.67,10.00713983,buy,2026-04-07T19:24:55.153006Z,2026-04-07T19:24:55.244353
331384184,SOL-USD,80.67,3.72687566,buy,2026-04-07T19:24:55.153006Z,2026-04-07T19:24:55.245936
331384185,SOL-USD,80.67,1.46847375,buy,2026-04-07T19:24:55.164911Z,2026-04-07T19:24:55.249541
331384186,SOL-USD,80.67,1.37544998,buy,2026-04-07T19:24:55.167468Z,2026-04-07T19:24:55.253123
331384187,SOL-USD,80.67,1.87153589,buy,2026-04-07T19:24:55.170962Z,2026-04-07T19:24:55.257476
331384188,SOL-USD,80.67,0.22625146,buy,2026-04-07T19:24:55.185662Z,2026-04-07T19:24:55.260491
794942971,ETH-USD,2095.95,0.019454,buy,2026-04-07T19:24:55.185677Z,2026-04-07T19:24:55.336005
331384189,SOL-USD,80.67,0.67855309,buy,2026-04-07T19:24:55.187825Z,2026-04-07T19:24:55.337385
331384190,SOL-USD,80.67,9.16437811,buy,2026-04-07T19:24:55.187825Z,2026-04-07T19:24:55.346581
331384191,SOL-USD,80.67,0.78425251,buy,2026-04-07T19:24:55.189314Z,2026-04-07T19:24:55.353492
331384192,SOL-USD,80.67,0.05850921,buy,2026-04-07T19:24:55.190537Z,2026-04-07T19:24:55.360949
331384193,SOL-USD,80.67,0.67480739,buy,2026-04-07T19:24:55.190537Z,2026-04-07T19:24:55.368142
331384194,SOL-USD,80.67,0.91981096,buy,2026-04-07T19:24:55.192205Z,2026-04-07T19:24:55.369701
331384195,SOL-USD,80.67,0.86301928,buy,2026-04-07T19:24:55.193471Z,2026-04-07T19:24:55.375430
331384196,SOL-USD,80.67,1.9079348,buy,2026-04-07T19:24:55.196485Z,2026-04-07T19:24:55.381736
331384197,SOL-USD,80.67,1.86639271,buy,2026-04-07T19:24:55.199602Z,2026-04-07T19:24:55.389582
331384198,SOL-USD,80.67,1.10787528,buy,2026-04-07T19:24:55.202746Z,2026-04-07T19:24:55.394955
331384199,SOL-USD,80.67,0.83729941,buy,2026-04-07T19:24:55.203278Z,2026-04-07T19:24:55.397367
331384200,SOL-USD,80.67,0.41743035,buy,2026-04-07T19:24:55.203278Z,2026-04-07T19:24:55.399922
331384201,SOL-USD,80.67,0.74662824,buy,2026-04-07T19:24:55.204508Z,2026-04-07T19:24:55.403062
331384202,SOL-USD,80.67,1.15079459,buy,2026-04-07T19:24:55.206428Z,2026-04-07T19:24:55.405896
331384203,SOL-USD,80.67,1.08183081,buy,2026-04-07T19:24:55.208177Z,2026-04-07T19:24:55.410261
331384204,SOL-USD,80.67,2.52962068,buy,2026-04-07T19:24:55.212115Z,2026-04-07T19:24:55.413335
331384205,SOL-USD,80.67,1.64679063,buy,2026-04-07T19:24:55.215064Z,2026-04-07T19:24:55.419382
331384206,SOL-USD,80.67,0.80450105,buy,2026-04-07T19:24:55.216114Z,2026-04-07T19:24:55.422965
331384207,SOL-USD,80.67,0.81244887,buy,2026-04-07T19:24:55.217712Z,2026-04-07T19:24:55.425191
331384208,SOL-USD,80.67,0.81709461,buy,2026-04-07T19:24:55.219076Z,2026-04-07T19:24:55.427498
331384209,SOL-USD,80.67,0.07761842,buy,2026-04-07T19:24:55.219076Z,2026-04-07T19:24:55.430803
331384210,SOL-USD,80.67,1.52841948,buy,2026-04-07T19:24:55.221630Z,2026-04-07T19:24:55.432992
331384211,SOL-USD,80.67,3.35989747,buy,2026-04-07T19:24:55.226544Z,2026-04-07T19:24:55.435244
331384212,SOL-USD,80.67,0.81016673,buy,2026-04-07T19:24:55.227974Z,2026-04-07T19:24:55.438410
331384213,SOL-USD,80.67,0.75804822,buy,2026-04-07T19:24:55.229508Z,2026-04-07T19:24:55.442786
331384214,SOL-USD,80.67,0.95501549,buy,2026-04-07T19:24:55.232844Z,2026-04-07T19:24:55.443877
331384215,SOL-USD,80.67,1.66674105,buy,2026-04-07T19:24:55.236242Z,2026-04-07T19:24:55.448859
331384216,SOL-USD,80.67,0.64672988,buy,2026-04-07T19:24:55.236584Z,2026-04-07T19:24:55.451419
331384217,SOL-USD,80.67,0.20450309,buy,2026-04-07T19:24:55.238648Z,2026-04-07T19:24:55.454756
331384218,SOL-USD,80.67,1.08771769,buy,2026-04-07T19:24:55.238648Z,2026-04-07T19:24:55.456407
331384219,SOL-USD,80.67,1.07762985,buy,2026-04-07T19:24:55.239505Z,2026-04-07T19:24:55.458845
331384220,SOL-USD,80.67,0.72923764,buy,2026-04-07T19:24:55.239599Z,2026-04-07T19:24:55.462711
331384221,SOL-USD,80.67,1.27559997,buy,2026-04-07T19:24:55.242173Z,2026-04-07T19:24:55.464038
331384222,SOL-USD,80.67,3.98695468,buy,2026-04-07T19:24:55.244407Z,2026-04-07T19:24:55.466198
331384223,SOL-USD,80.67,4.44739067,buy,2026-04-07T19:24:55.244407Z,2026-04-07T19:24:55.469528
331384224,SOL-USD,80.67,2.74682162,buy,2026-04-07T19:24:55.247718Z,2026-04-07T19:24:55.471723
331384225,SOL-USD,80.67,0.76674415,buy,2026-04-07T19:24:55.248603Z,2026-04-07T19:24:55.474486
331384226,SOL-USD,80.67,0.40618339,buy,2026-04-07T19:24:55.251001Z,2026-04-07T19:24:55.478038
331384227,SOL-USD,80.67,0.84904532,buy,2026-04-07T19:24:55.251001Z,2026-04-07T19:24:55.479128
331384228,SOL-USD,80.67,1.81633835,buy,2026-04-07T19:24:55.253677Z,2026-04-07T19:24:55.481977
331384229,SOL-USD,80.67,1.90921657,buy,2026-04-07T19:24:55.256787Z,2026-04-07T19:24:55.484278
331384230,SOL-USD,80.67,2.81253959,buy,2026-04-07T19:24:55.262379Z,2026-04-07T19:24:55.488344
331384231,SOL-USD,80.67,0.66760964,buy,2026-04-07T19:24:55.262379Z,2026-04-07T19:24:55.489415
331384232,SOL-USD,80.67,1.85485559,buy,2026-04-07T19:24:55.265284Z,2026-04-07T19:24:55.492401
331384233,SOL-USD,80.67,1.13802529,buy,2026-04-07T19:24:55.267644Z,2026-04-07T19:24:55.495648
331384234,SOL-USD,80.67,0.97710797,buy,2026-04-07T19:24:55.269226Z,2026-04-07T19:24:55.498345
331384235,SOL-USD,80.67,1.35788645,buy,2026-04-07T19:24:55.271376Z,2026-04-07T19:24:55.502242
331384236,SOL-USD,80.67,0.73016921,buy,2026-04-07T19:24:55.272703Z,2026-04-07T19:24:55.503869
331384237,SOL-USD,80.67,1.28748233,buy,2026-04-07T19:24:55.274389Z,2026-04-07T19:24:55.506814
331384238,SOL-USD,80.67,0.85577476,buy,2026-04-07T19:24:55.275844Z,2026-04-07T19:24:55.509244
331384239,SOL-USD,80.67,0.31822859,buy,2026-04-07T19:24:55.278629Z,2026-04-07T19:24:55.512674
331384240,SOL-USD,80.67,1.63915520,buy,2026-04-07T19:24:55.278629Z,2026-04-07T19:24:55.515357
331384241,SOL-USD,80.67,1.75959898,buy,2026-04-07T19:24:55.281827Z,2026-04-07T19:24:55.517812
331384242,SOL-USD,80.67,1.14429962,buy,2026-04-07T19:24:55.284162Z,2026-04-07T19:24:55.522334
794942972,ETH-USD,2095.91,0.00035436,sell,2026-04-07T19:24:55.409125Z,2026-04-07T19:24:55.523572
995584985,BTC-USD,68589.47,0.001065,sell,2026-04-07T19:24:55.498174Z,2026-04-07T19:24:55.568388
995584986,BTC-USD,68589.47,0.00036092,sell,2026-04-07T19:24:55.524789Z,2026-04-07T19:24:55.579760
995584987,BTC-USD,68589.46,0.00000003,buy,2026-04-07T19:24:55.628172Z,2026-04-07T19:24:55.706768
331384243,SOL-USD,80.65,0.014,buy,2026-04-07T19:24:55.801993Z,2026-04-07T19:24:55.867949
995584988,BTC-USD,68587.99,0.00036449,buy,2026-04-07T19:24:55.921759Z,2026-04-07T19:24:55.984267
995584989,BTC-USD,68587.98,0.00072919,buy,2026-04-07T19:24:55.921759Z,2026-04-07T19:24:55.987506
995584990,BTC-USD,68587.97,0.02782472,buy,2026-04-07T19:24:55.921759Z,2026-04-07T19:24:55.990278
995584991,BTC-USD,68587.97,0.01591472,buy,2026-04-07T19:24:55.922154Z,2026-04-07T19:24:55.993209
331384244,SOL-USD,80.64,10.00713983,buy,2026-04-07T19:24:56.010586Z,2026-04-07T19:24:56.073801
331384245,SOL-USD,80.64,10.00713983,buy,2026-04-07T19:24:56.010586Z,2026-04-07T19:24:56.077475
331384246,SOL-USD,80.64,8.70713983,buy,2026-04-07T19:24:56.010586Z,2026-04-07T19:24:56.082918
995584992,BTC-USD,68586.91,0.0000001,sell,2026-04-07T19:24:56.025037Z,2026-04-07T19:24:56.090532
331384247,SOL-USD,80.64,10.00713983,buy,2026-04-07T19:24:56.026898Z,2026-04-07T19:24:56.093257
331384248,SOL-USD,80.64,3.20477892,buy,2026-04-07T19:24:56.029174Z,2026-04-07T19:24:56.095488
331384249,SOL-USD,80.64,0.69015501,buy,2026-04-07T19:24:56.030670Z,2026-04-07T19:24:56.098631
331384250,SOL-USD,80.64,0.72737475,buy,2026-04-07T19:24:56.031387Z,2026-04-07T19:24:56.100937
331384251,SOL-USD,80.64,1.18938554,buy,2026-04-07T19:24:56.033485Z,2026-04-07T19:24:56.103151
331384252,SOL-USD,80.64,0.80418155,buy,2026-04-07T19:24:56.034937Z,2026-04-07T19:24:56.106295
331384253,SOL-USD,80.64,2.09144965,buy,2026-04-07T19:24:56.038149Z,2026-04-07T19:24:56.108534
331384254,SOL-USD,80.64,5.09498078,buy,2026-04-07T19:24:56.046310Z,2026-04-07T19:24:56.111427
331384255,SOL-USD,80.64,7.53139075,buy,2026-04-07T19:24:56.058308Z,2026-04-07T19:24:56.114002
331384256,SOL-USD,80.64,0.65485305,buy,2026-04-07T19:24:56.059268Z,2026-04-07T19:24:56.118402
331384257,SOL-USD,80.64,1.03390625,buy,2026-04-07T19:24:56.062513Z,2026-04-07T19:24:56.120786
331384258,SOL-USD,80.64,5.87216497,buy,2026-04-07T19:24:56.070720Z,2026-04-07T19:24:56.124363
331384259,SOL-USD,80.64,1.17736669,buy,2026-04-07T19:24:56.072010Z,2026-04-07T19:24:56.126757
331384260,SOL-USD,80.64,0.88507999,buy,2026-04-07T19:24:56.074134Z,2026-04-07T19:24:56.130353
331384261,SOL-USD,80.64,0.73609065,buy,2026-04-07T19:24:56.075136Z,2026-04-07T19:24:56.132735
331384262,SOL-USD,80.64,1.33601872,buy,2026-04-07T19:24:56.077361Z,2026-04-07T19:24:56.135904
794942973,ETH-USD,2095.84,0.19082467,buy,2026-04-07T19:24:56.081853Z,2026-04-07T19:24:56.139978
995584993,BTC-USD,68586.9,0.00000003,buy,2026-04-07T19:24:56.084827Z,2026-04-07T19:24:56.141083
794942974,ETH-USD,2095.85,0.00224441,sell,2026-04-07T19:24:56.130570Z,2026-04-07T19:24:56.183705
995584994,BTC-USD,68586.91,0.00035427,sell,2026-04-07T19:24:56.139464Z,2026-04-07T19:24:56.192322
331384263,SOL-USD,80.64,28.08213226,buy,2026-04-07T19:24:56.171056Z,2026-04-07T19:24:56.221817
331384264,SOL-USD,80.64,1.95945126,buy,2026-04-07T19:24:56.174213Z,2026-04-07T19:24:56.230124
331384265,SOL-USD,80.64,3.47225819,buy,2026-04-07T19:24:56.180183Z,2026-04-07T19:24:56.233401
331384266,SOL-USD,80.64,2.16364769,buy,2026-04-07T19:24:56.183535Z,2026-04-07T19:24:56.246484
331384267,SOL-USD,80.64,0.89787141,buy,2026-04-07T19:24:56.184906Z,2026-04-07T19:24:56.254568
331384268,SOL-USD,80.64,2.06463789,buy,2026-04-07T19:24:56.187964Z,2026-04-07T19:24:56.265100
331384269,SOL-USD,80.64,1.80535591,buy,2026-04-07T19:24:56.190928Z,2026-04-07T19:24:56.268744
331384270,SOL-USD,80.64,1.72166108,buy,2026-04-07T19:24:56.194674Z,2026-04-07T19:24:56.282951
331384271,SOL-USD,80.64,2.49650732,buy,2026-04-07T19:24:56.197964Z,2026-04-07T19:24:56.307284
